Date,AAPL,AMZN,GOOG,MSFT
2023-03-02,143.8263397216797,92.12999725341797,91.55829620361328,245.30079650878906
2023-03-03,148.8732452392578,94.9000015258789,93.25438690185547,249.3841094970703
2023-03-06,151.63327026367188,93.75,94.80168914794922,250.92752075195312
2023-03-07,149.43511962890625,93.55000305175781,93.40315246582031,248.2704620361328
2023-03-08,150.68701171875,93.91999816894531,93.87926483154297,247.8308868408203
2023-03-09,148.43954467773438,92.25,91.90545654296875,246.4827880859375
2023-03-10,146.37939453125,90.7300033569336,90.26890563964844,242.8390655517578
2023-03-13,148.3212432861328,92.43000030517578,90.91360473632812,248.04579162597656
2023-03-14,150.41099548339844,94.87999725341797,93.48250579833984,254.75682067871094
2023-03-15,150.80528259277344,96.19999694824219,95.76378631591797,259.29925537109375
2023-03-16,153.62442016601562,100.04000091552734,100.24696350097656,269.8103942871094
2023-03-17,152.78656005859375,98.94999694824219,101.62564849853516,272.96563720703125
2023-03-20,155.15228271484375,97.70999908447266,101.09996795654297,265.93218994140625
2023-03-21,157.00543212890625,100.61000061035156,104.9781265258789,267.44635009765625
2023-03-22,155.57614135742188,98.69999694824219,103.37133026123047,265.99078369140625
2023-03-23,156.66041564941406,98.70999908447266,105.39472198486328,271.236572265625
2023-03-24,157.96157836914062,98.12999725341797,105.19635009765625,274.0792541503906
2023-03-27,156.0197296142578,98.04000091552734,102.22076416015625,269.9862060546875
2023-03-28,155.39874267578125,97.23999786376953,100.53462219238281,268.86279296875
2023-03-29,158.4741668701172,100.25,101.07022094726562,274.0206604003906
2023-03-30,160.04144287109375,102.0,100.49493408203125,277.4787902832031
2023-03-31,162.54518127441406,103.29000091552734,103.15311431884766,281.6304016113281
2023-04-03,163.79705810546875,102.41000366210938,104.05571746826172,280.5851745605469
2023-04-04,163.26480102539062,103.94999694824219,104.26399993896484,280.5363464355469
2023-04-05,161.4214630126953,101.0999984741211,104.09539031982422,277.76202392578125
2023-04-06,162.30862426757812,102.05999755859375,108.01321411132812,284.8540954589844
2023-04-10,159.7161865234375,102.16999816894531,106.07909393310547,282.6952209472656
2023-04-11,158.50375366210938,99.91999816894531,105.255859375,276.2869567871094
2023-04-12,157.81373596191406,97.83000183105469,104.36317443847656,276.9317321777344
2023-04-13,163.19577026367188,102.4000015258789,107.30899810791016,283.1347961425781
2023-04-14,162.8507537841797,102.51000213623047,108.56864929199219,279.5204162597656
2023-04-17,162.87046813964844,102.73999786376953,105.55339813232422,282.118896484375
2023-04-18,164.0927734375,102.30000305175781,104.26399993896484,281.6987609863281
2023-04-19,165.2362060546875,104.30000305175781,104.16481018066406,281.7769775390625
2023-04-20,164.27023315429688,103.80999755859375,105.03765106201172,279.4911193847656
2023-04-21,162.6634979248047,106.95999908447266,105.04756927490234,279.14923095703125
2023-04-24,162.9690399169922,106.20999908447266,105.91047668457031,275.2514953613281
2023-04-25,161.43130493164062,102.56999969482422,103.7581558227539,269.0483703613281
2023-04-26,161.4214630126953,104.9800033569336,103.59945678710938,288.5368957519531
2023-04-27,166.00509643554688,109.81999969482422,107.48754119873047,297.7780456542969
2023-04-28,167.25692749023438,105.44999694824219,107.33876037597656,300.1518249511719
2023-05-01,167.168212890625,102.05000305175781,106.8329086303711,298.49114990234375
2023-05-02,166.13319396972656,103.62999725341797,105.11699676513672,298.3446350097656
2023-05-03,165.0587921142578,103.6500015258789,105.255859375,297.3579406738281
2023-05-04,163.4224853515625,104.0,104.35326385498047,298.3446350097656
2023-05-05,171.09136962890625,105.66000366210938,105.35008239746094,303.46343994140625
2023-05-08,171.02236938476562,105.83000183105469,107.35858154296875,301.5096740722656
2023-05-09,169.3170928955078,106.62000274658203,107.06103515625,299.8977966308594
2023-05-10,171.08152770996094,110.19000244140625,111.3656997680664,305.0849609375
2023-05-11,171.268798828125,112.18000030517578,115.94807434082031,302.93585205078125
2023-05-12,170.34095764160156,110.26000213623047,116.95977783203125,301.822265625
2023-05-15,169.847412109375,111.19999694824219,116.00757598876953,302.3009338378906
2023-05-16,169.847412109375,113.4000015258789,119.11209869384766,304.5281982421875
2023-05-17,170.45941162109375,115.5,120.49077606201172,307.40643310546875
2023-05-18,172.7888946533203,118.1500015258789,122.51416778564453,311.8315124511719
2023-05-19,172.8975067138672,116.25,122.24636840820312,311.6552734375
2023-05-22,171.94989013671875,115.01000213623047,124.84503173828125,314.4356689453125
2023-05-23,169.343994140625,114.98999786376953,122.28604888916016,308.6400146484375
2023-05-24,169.620361328125,116.75,120.64946746826172,307.2596130371094
2023-05-25,170.75550842285156,115.0,123.33740997314453,319.0761413574219
2023-05-26,173.1640167236328,120.11000061035156,124.40861511230469,325.8997497558594
2023-05-30,175.0098419189453,121.66000366210938,123.62504577636719,324.2550354003906
2023-05-31,174.96054077148438,120.58000183105469,122.36539459228516,321.4942626953125
2023-06-01,177.76377868652344,122.7699966430664,123.35724639892578,325.5962219238281
2023-06-02,178.61270141601562,124.25,124.21024322509766,328.3570861816406
2023-06-05,177.26040649414062,125.30000305175781,125.59883117675781,328.8857421875
2023-06-06,176.89520263671875,126.61000061035156,126.8684310913086,326.6732177734375
